product_name,hsncode,gst,MRP,saleprice,purchase price,sub_category,category,patanjali_cat,box_size,
AASTHA AGARBATTI ROSE - 150 GM,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
AASTHA AGARBATTI SANDAL - 150 GM,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
DANT KANTI NATURAL TOOTHPASTE 200 G,33061020,18.00,75.00,57.78,54.56,DANT KANTI,HOME CARE,NON FOOD,48,
BESAN 500 GM - T,11029000,5.00,65.00,56.28,53.47,BESAN,FLOUR & SUGAR,FOOD,20,
AASTHA JAVADU POWDER PLAIN,33030090,18.00,175.00,118.64,118.64,POOJA SAMAGRI,HOME CARE,NON FOOD,288,
AASTHA JAVADU POWDER NILGIRI,33030090,18.00,200.00,135.59,135.59,POOJA SAMAGRI,HOME CARE,NON FOOD,288,
AASTHA DASANGAM 50 GM,33074100,5.00,45.00,34.29,34.29,POOJA SAMAGRI,HOME CARE,NON FOOD,288,
PREMIUM XL GOLDEN SELLA 10 KG,10063020,5.00,550.00,476.19,457.00,RICE,RICE/PULSES/SPICES,FOOD,4,
CHEF SP. GOLDEN SELLA MOGRA 10 KG,10063020,5.00,410.00,354.98,340.67,RICE,RICE/PULSES/SPICES,FOOD,4,
CHEF SP. GOLDEN SELLA MINI MOGRA 10 KG,10063020,5.00,355.00,307.36,294.97,RICE,RICE/PULSES/SPICES,FOOD,4,
NAMKEEN BISCUITS 120 GM -T,19059020,18.00,15.00,11.30,10.67,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,60,
AASTHA AGARBATTI PRARTHANA - 20 GM,33074100,5.00,10.00,7.62,7.10,POOJA SAMAGRI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI PRARTHANA - 75 GM,33074100,5.00,30.00,22.86,21.29,POOJA SAMAGRI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI PRARTHANA - 125 GM,33074100,5.00,55.00,41.90,41.90,POOJA SAMAGRI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI PRARTHANA - 150 GM,33074100,5.00,50.00,38.10,38.10,POOJA SAMAGRI,HOME CARE,NON FOOD,108,
CHEF SP. GOLDEN SELLA MINI MOGRA-2 25 KG,10063020,5.00,655.00,567.10,544.24,RICE,RICE/PULSES/SPICES,FOOD,1,
CHEF SP. GOLDEN SELLA MINI MOGRA 25 KG,10063020,5.00,865.00,748.92,718.73,RICE,RICE/PULSES/SPICES,FOOD,1,
AASTHA DASANGAM 100 GM,33074100,5.00,80.00,60.95,60.95,POOJA SAMAGRI,HOME CARE,NON FOOD,216,
FESTIVE GIFT CREAMFEAST BISCUIT 756G - T,19053100,18.00,125.00,94.16,88.92,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,12,
DANT KANTI NATURAL TOOTHPASTE 20 GM,33061020,18.00,10.00,7.70,7.27,DANT KANTI,HOME CARE,NON FOOD,192,
DIVYA SUJALAM - T,30049011,12.00,12.00,8.93,8.46,SUJALAM (DP),JUICES & NATURAL BEVERAGES,FOOD,750,
SOYAVITA JALAPENO SOYA CHIPS 100 GM-T,21069099,12.00,35.00,27.78,26.30,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,24,
SOYAVITA SOYA CHEESE CHIPS 100 GM-T,21069099,12.00,35.00,27.78,26.30,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,24,
SOYAVITA SOYA PIRI PIRI CHIPS 100 GM-T,21069099,12.00,35.00,27.78,26.30,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,24,
SOYAVITA SOYA STICK 100 GM-T,21069099,12.00,35.00,27.78,26.30,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,24,
HERBAL POWERVITA - 500 GM REFILL,19019090,18.00,190.00,136.46,128.85,POWERVITA,JUICES & NATURAL BEVERAGES,FOOD,24,
AASTHA AGARBATTI SHANTI - 150 GM,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
AASTHA KALAWA,52042090,0.00,25.00,20.00,20.00,POOJA SAMAGRI,HOME CARE,NON FOOD,216,
AASTHA SAMBRANI CUP,33074100,5.00,100.00,76.19,76.19,POOJA SAMAGRI,HOME CARE,NON FOOD,96,
KATARANI RICE 10 KG - T,10063090,5.00,495.00,436.51,423.18,RICE,RICE/PULSES/SPICES,FOOD,4,
AASTHA ARADHANA SAMBRANI STICK,33074100,5.00,100.00,76.19,76.19,AGARBATTI,HOME CARE,NON FOOD,288,
AASTHA AGARBATTI RAAT KI RANI - 150 GM,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
AASTHA AGARBATTI RAJNIGANDHA - 150 GM,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
CHOCO FLAKES 1.2 KG - T,19041010,18.00,390.00,293.79,277.42,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,6,
SUJI 500 GM -T,11010000,5.00,28.00,22.99,21.84,SUJI,FLOUR & SUGAR,FOOD,30,
DANT KANTI ALOEVERA GEL TOOTHPASTE 80 GM,33061020,18.00,50.00,38.52,36.37,DANT KANTI,HOME CARE,NON FOOD,96,
DRISHTI EYE DROP 10 ML (NEW),30049011,12.00,20.00,14.88,14.09,DRISHTI EYE DROP,NATURAL PERSONAL CARE,NON FOOD,160,
CLASSIC GOLDEN SELLA 10 KG,10063020,5.00,600.00,519.48,498.54,RICE,RICE/PULSES/SPICES,FOOD,4,
CHEF SP. GOLDEN SELLA MOGRA 25 KG,10063020,5.00,"1,005.00",870.13,835.06,RICE,RICE/PULSES/SPICES,FOOD,1,
CHEF  SP. CREAM SELLA 10 KG (T),10063020,5.00,755.00,653.68,633.72,RICE,RICE/PULSES/SPICES,FOOD,4,
AASTHA AGARBATTI RAJNIGANDHA - 125 GM,33074100,5.00,55.00,41.90,41.90,AGARBATTI,HOME CARE,NON FOOD,144,
SOYABEAN OIL 15 LTR JAR,15079010,5.00,"1,257.00",1151.10,1123.02,SOYABEAN OIL,PHYSICAL OIL & GHEE,FOOD,1,
GROUNDNUT OIL 15 LTR.  - T,15089091,5.00,"1,631.00",1493.59,1457.16,GROUNDNUT OIL,PHYSICAL OIL & GHEE,FOOD,1,
GUAVA BEVERAGE - 1000 ML,22029020,12.00,85.00,65.42,61.96,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,12,
LITCHI BEVERAGE - 1000 ML,22029020,12.00,85.00,65.42,61.96,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,12,
MIX FRUIT BEVERAGE - 1000 ML,22029020,12.00,85.00,65.42,61.96,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,12,
ATTA NOODLES DESI MASALA - 60 GM-T,19022090,12.00,10.00,7.94,7.52,NOODLES,BISCUIT & CONFFECTIONARY,FOOD,128,
ATTA NOODLES YUMMY MASALA - 60 GM-T,19022090,12.00,10.00,7.94,7.52,NOODLES,BISCUIT & CONFFECTIONARY,FOOD,128,
BEAUTY CREAM 25 G,33049910,18.00,39.00,29.38,27.74,SKIN CARE,NATURAL PERSONAL CARE,NON FOOD,144,
SUPER DISH WASH BAR 280 G (3X1),34011941,18.00,40.00,31.39,29.64,DISHWASH,HOME CARE,NON FOOD,16,
GUR REWARI 400GM,21069099,5.00,115.00,91.27,86.72,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
KESH KANTI HAIR CLNSR SILK & SHINE 200ML,33051090,18.00,80.00,60.26,56.91,KESH KANTI SHAMPOO,NATURAL PERSONAL CARE,NON FOOD,36,
KESH KANTI ALOE.HAIR GEL(WET-LOOK) 60 ML,33051090,18.00,40.00,30.13,28.45,HAIR GEL,NATURAL PERSONAL CARE,NON FOOD,96,
POPULAR QUALITY DETERGENT CAKE 198GM-T,34022010,18.00,10.00,7.85,7.41,DETERGENT CAKE,HOME CARE,NON FOOD,60,
TOP LITE BISCUIT 200 GM - T,19059020,18.00,25.00,18.83,17.78,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,40,
SUNFLOWER OIL 15 LTR JAR,15121910,5.00,"1,350.00",1236.26,1206.11,SUNFLOWER OIL,PHYSICAL OIL & GHEE,FOOD,1,
KESH KANTI H. CLEANSER A.DANDRUFF 450 ML,33051090,18.00,220.00,165.73,156.49,KESH KANTI SHAMPOO,NATURAL PERSONAL CARE,NON FOOD,24,
PEANUT CHIKKI 400GM,21069099,5.00,110.00,87.30,82.95,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
DANT KANTI NATURAL TOOTHPASTE 50 GM,33061020,18.00,20.00,15.41,14.55,DANT KANTI,HOME CARE,NON FOOD,144,
AGRA GUR GAJJAK 400GM,17049090,5.00,190.00,150.79,143.27,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
MUSTARD OIL 500 ML (B)-T,15149920,5.00,60.00,53.40,51.25,MUSTARD OIL,PHYSICAL OIL & GHEE,FOOD,24,
AASTHA AGARBATTI LOBAN - 125 GM,33074100,5.00,55.00,41.90,41.90,AGARBATTI,HOME CARE,NON FOOD,144,
KATHAL PICKLE 1 KG,20019000,12.00,190.00,143.77,136.14,PICKLE,BISCUIT & CONFFECTIONARY,FOOD,12,
LISHODA PICKLE 1 KG,20019000,12.00,210.00,158.90,150.47,PICKLE,BISCUIT & CONFFECTIONARY,FOOD,12,
MUSTARD OIL 200 ML (B)-T,15149920,5.00,28.00,24.92,23.92,MUSTARD OIL,PHYSICAL OIL & GHEE,FOOD,48,
AASTHA AGARBATTI BHAKTI - 125 GM,33074100,5.00,55.00,41.90,41.90,AGARBATTI,HOME CARE,NON FOOD,144,
SATAVAR CHURNA 100 G (NEW),30049011,12.00,160.00,119.05,112.73,CHURNA (DP),JUICES & NATURAL BEVERAGES,FOOD,25,
AGRA SUGAR GAJJAK 400GM,17049090,5.00,185.00,146.83,139.50,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
GUR BADAM PISTA PATTI 400GM,21069099,5.00,140.00,111.11,105.57,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
ALOEVERA KANTI BODY CLEANSER 100GM,34011941,18.00,19.00,14.91,14.08,BATHING SOAP,HOME CARE,NON FOOD,96,
NEEM KANTI BODY CLEANSER 100 GM,34011941,18.00,20.00,15.69,14.82,BATHING SOAP,HOME CARE,NON FOOD,96,
AGRA ORANGE GAJJAK 400GM,17049090,5.00,115.00,91.27,86.72,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
PEANUT CREAM CHIKKI 400GM,21069099,5.00,135.00,107.14,101.80,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
VERMICELLI ROASTED 400 GM - T,19021900,5.00,40.00,33.86,32.17,VERMICELLI,FLOUR & SUGAR,FOOD,45,
VERMICELLI ROASTED 900 GM - T,19021900,5.00,80.00,67.72,64.35,VERMICELLI,FLOUR & SUGAR,FOOD,20,
KATARANI RICE 5 KG - T,10063090,5.00,272.00,235.50,226.01,RICE,RICE/PULSES/SPICES,FOOD,4,
SUGAR REWARI 400GM,17049090,5.00,100.00,79.37,75.41,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
SUGAR BADAM PISTA PATTI 400GM,17049090,5.00,135.00,107.14,101.80,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
AASTHA AGARBATTI LOBAN - 150 GM,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
VERMICELLI PLAIN 400 GM - T,19021900,5.00,30.00,25.40,24.13,VERMICELLI,FLOUR & SUGAR,FOOD,45,
VERMICELLI PLAIN 900 GM - T,19021900,5.00,65.00,55.03,52.28,VERMICELLI,FLOUR & SUGAR,FOOD,20,
SHEETAL OIL- 100 ML (NEW),33059011,18.00,55.00,41.43,39.12,HAIR OIL,NATURAL PERSONAL CARE,NON FOOD,96,
GAJJAK GUR KHASTA 400GM,17049090,5.00,115.00,91.27,86.72,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
AASTHA ROSE DHOOP -20 STICK,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,120,
AGRA CHOCOLATE GAJJAK 400GM,17049090,5.00,135.00,107.14,101.80,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
AASTHA LOBAN DHOOP - 20 STICK,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,120,
POPULAR QUALITY DETERGENT CAKE 100GM-T,34022010,18.00,5.00,3.92,3.70,DETERGENT CAKE,HOME CARE,NON FOOD,120,
CHEF SP. CREAM SELLA MONGRA 10 KG,10063020,5.00,0.00,0.00,0.00,RICE,RICE/PULSES/SPICES,FOOD,4,
CHEF SP. CREAM SELLA MINI MONGRA 10 KG,10063020,5.00,0.00,0.00,0.00,RICE,RICE/PULSES/SPICES,FOOD,4,
NIMB GHAN VATI 40 GM (NEW),30049011,12.00,90.00,66.96,NOTFORRETAIL,VATI,JUICES & NATURAL BEVERAGES,FOOD,96,
AASTHA SANDAL DHOOP -20 STICK,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,120,
AASTHA AGARBATTI RAT KI RANI - 125 GM,33074100,5.00,55.00,41.90,41.90,AGARBATTI,HOME CARE,NON FOOD,144,
GILOY GHAN VATI 40 GM (NEW),30049011,12.00,90.00,66.96,63.41,VATI,JUICES & NATURAL BEVERAGES,FOOD,96,
AMLA CHATPATA CANDY 250 G,08112010,5.00,75.00,59.52,56.55,CANDY,BISCUIT & CONFFECTIONARY,FOOD,24,
BEL CANDY 250 G,08129010,5.00,70.00,55.56,52.78,CANDY,BISCUIT & CONFFECTIONARY,FOOD,24,
AASTHA BHAKTI DHOOP -20 STICK,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,120,
KESH KANTI HAIR CLEANSER ALOEVERA 8 ML,33051090,18.00,3.00,2.15,2.03,KESH KANTI SHAMPOO,NATURAL PERSONAL CARE,NON FOOD,960,
ASHVASHILA -11 GM (STRIP),30049011,12.00,70.00,52.08,49.32,ASHVASHILA,JUICES & NATURAL BEVERAGES,FOOD,120,
ASHVAGANDHA -11 GM (STRIP),30049011,12.00,50.00,37.20,35.23,ASWAGANDHA,JUICES & NATURAL BEVERAGES,FOOD,120,
GINGER CANDY 100 GM,08112010,5.00,55.00,43.65,41.47,CANDY,BISCUIT & CONFFECTIONARY,FOOD,96,
HALDI CHANDAN KANTI BODY CLN-(4X1)100 GM,34011941,18.00,74.00,58.07,54.83,BATHING SOAP,HOME CARE,NON FOOD,24,
TOMATO KETCHUP ONION & GARLIC- 1KG (P)-T,21032000,12.00,100.00,76.97,72.89,KETCHUP,BISCUIT & CONFFECTIONARY,FOOD,16,
TOMATO KETCHUP W/O(ONION & G)- 1KG (P)-T,21032000,12.00,100.00,76.97,72.89,KETCHUP,BISCUIT & CONFFECTIONARY,FOOD,16,
CHOCOLATE BALL GAJJAK 400 GM,17049090,5.00,135.00,107.14,101.80,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
GAJJAK SUGAR KHASTA 400GM,17049090,5.00,110.00,87.30,82.95,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
SAUNDARYA BODY LOTION - 300 ML,33049930,18.00,265.00,199.62,188.50,BODY LOTION,NATURAL PERSONAL CARE,NON FOOD,36,
DOODH BISCUIT 100G X 100 PKT,19053100,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,100,
DOODH BISCUIT 50G X 200 PKT,19053100,18.00,5.00,3.77,3.56,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,200,
CHOCOLIOUS-CHOCO FILL PILLOW - 125 GM-T,19019090,18.00,68.00,51.22,48.37,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,48,
CHOCOLIOUS-CHOCO FILL PILLOW - 250 GM-T,19019090,18.00,140.00,105.46,99.59,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,24,
HALDI CHANDAN KANTI BODY CLEANSER 100 GM,34011941,18.00,20.00,15.69,14.82,BATHING SOAP,HOME CARE,NON FOOD,96,
AROGYA VATI 40 GM (NEW),30049011,12.00,60.00,44.64,NOTFORRETAIL,VATI,JUICES & NATURAL BEVERAGES,FOOD,96,
CLEAN & FRESH CREAM 50GM -T,33059090,18.00,65.00,48.96,46.24,SKIN CARE,NATURAL PERSONAL CARE,NON FOOD,96,
HERBAL KAJAL 3 G (NEW),33042000,18.00,90.00,67.80,64.02,HERBAL KAJAL,NATURAL PERSONAL CARE,NON FOOD,48,
AASTHA AGARBATTI MOGRA - 125 GM,33074100,5.00,55.00,41.90,41.90,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI MOGRA- 150 GM,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
AASTHA AGARBATTI PATCHOULI -  250 GM,33074100,5.00,125.00,95.24,95.24,AGARBATTI,HOME CARE,NON FOOD,40,
TULSI GHAN VATI 40 GM (NEW),30049011,12.00,90.00,66.96,NOTFORRETAIL,VATI,JUICES & NATURAL BEVERAGES,FOOD,96,
TOOTHBRUSH (EXTRA CARE)-T,96032100,18.00,15.00,11.30,10.67,TOOTHBRUSH,HOME CARE,NON FOOD,288,
NEEM KANTI BODY CLN -(4X1) 100 GM,34011941,18.00,80.00,62.77,59.28,BATHING SOAP,HOME CARE,NON FOOD,24,
NEEM KANTI BODY CLEANSER 50 GM,34011941,18.00,10.00,7.85,7.41,BATHING SOAP,HOME CARE,NON FOOD,144,
AASTHA HALDI 25 GM,09103030,5.00,20.00,15.24,15.24,POOJA SAMAGRI,HOME CARE,NON FOOD,288,
AASTHA HAWAN SAMAGRI 500 GM,33074100,5.00,110.00,83.81,83.81,POOJA SAMAGRI,HOME CARE,NON FOOD,48,
SHILAJIT - 11 GM (STRIP),30049011,12.00,85.00,63.24,59.89,SHILAJIT,JUICES & NATURAL BEVERAGES,FOOD,120,
CHEF SP.GOLDEN SELA BASMATI RICE 2*10KG,10063020,5.00,0.00,0.00,0.00,RICE,RICE/PULSES/SPICES,FOOD,2,
OATS 40 GM  - T,11041200,5.00,10.00,8.47,8.04,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,180,
OATS 1000 GM - T,11041200,5.00,145.00,122.75,116.63,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,12,
PEANUT CHIKKI 200 GM,17049090,5.00,60.00,47.62,45.24,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,48,
AASTHA AGARBATTI POOJA - 150 GM,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
LIVAMRIT TABLET - 33 GM,30049011,12.00,70.00,52.08,49.32,TABLET,JUICES & NATURAL BEVERAGES,FOOD,96,
KATARANI RICE 1 KG - T,10063090,5.00,58.00,50.22,48.19,RICE,RICE/PULSES/SPICES,FOOD,20,
DANT KANTI NATURAL T.P 100 GM (144 Pc),33061020,18.00,40.00,30.82,29.10,DANT KANTI,HOME CARE,NON FOOD,144,
KESH KANTI HAIR CLNSR SILK & SHINE 450ML,33051090,18.00,160.00,120.53,113.81,KESH KANTI SHAMPOO,NATURAL PERSONAL CARE,NON FOOD,24,
PEANUT CREAM CHIKKI 200 GM,17049090,5.00,70.00,55.56,52.78,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,48,
GINGER PICKLE 1 KG,20019000,12.00,175.00,132.42,125.39,PICKLE,BISCUIT & CONFFECTIONARY,FOOD,12,
GUD REWARI 200 GM,17049090,5.00,60.00,47.62,45.24,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,48,
PEANUT CREAM GAJJAK 400GM,17049090,5.00,135.00,107.14,101.80,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
PEANUT GAJJAK 400 GM,17049090,5.00,110.00,87.30,82.95,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
APPLE VINEGAR 500 ML,22090090,18.00,130.00,91.81,86.69,APPLE VINEGAR,JUICES & NATURAL BEVERAGES,FOOD,24,
DANTKANTI RED TOOTHPASTE 100 G,33061020,18.00,45.00,34.67,32.74,DANT KANTI,HOME CARE,NON FOOD,96,
DANT KANTI F.P. 300G WITH 75G BATH SOAP,33061020,18.00,112.00,86.29,81.48,DANT KANTI,HOME CARE,NON FOOD,36,
DANT KANTI NATURAL TOOTHPASTE 200G(72Pc),33061020,18.00,75.00,57.78,54.56,DANT KANTI,HOME CARE,NON FOOD,72,
DOODH BISCUIT 300G X 36 PKT,19053100,18.00,30.00,22.60,21.34,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,36,
NARIYAL BISCUIT 100G X 100 PKT,19053100,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,100,
NARIYAL BISCUIT 300G X 30 PKT,19053100,18.00,30.00,22.60,21.34,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,30,
ALOEVERA KANTI BODY CLN-(4X1) 100GM,34011941,18.00,74.00,58.07,54.83,BATHING SOAP,HOME CARE,NON FOOD,24,
NEEM KANTI BODY CLEANSER-(4X1) 50 GM,34011941,18.00,40.00,31.39,29.64,BATHING SOAP,HOME CARE,NON FOOD,36,
GARLIC PICKLE 1 KG,20019000,12.00,150.00,113.50,107.48,PICKLE,BISCUIT & CONFFECTIONARY,FOOD,12,
COWS GHEE 1 L (TETRA PAK),04059020,12.00,560.00,476.19,455.77,GHEE,PHYSICAL OIL & GHEE,FOOD,12,
GREEN FLUSH TOILET CLNR (LOW HCL)500ML-T,34029092,18.00,70.00,52.73,49.79,HOUSEHOLD CLEANER,HOME CARE,NON FOOD,24,
DANT KANTI NATURAL TOOTHPASTE 20 G-240Pc,33061020,18.00,10.00,7.70,7.27,DANT KANTI,HOME CARE,NON FOOD,240,
HERBAL POWERVITA MILK MALT - 500G(REF)-T,19019090,18.00,195.00,140.05,132.24,POWERVITA,JUICES & NATURAL BEVERAGES,FOOD,24,
GUR BADAM PISTA PATTI 200GM,17049090,5.00,75.00,59.52,56.55,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,48,
ALOEVERA HAND WASH 200 ML,34013019,18.00,45.00,33.90,32.01,HAND WASH,NATURAL PERSONAL CARE,NON FOOD,48,
ATTA NOODLES DAL TADKA - 60 GM-T,19022090,12.00,10.00,7.94,7.52,NOODLES,BISCUIT & CONFFECTIONARY,FOOD,128,
ATTA NOODLES GREEN CHILLI - 60 GM-T,19022090,12.00,10.00,7.94,7.52,NOODLES,BISCUIT & CONFFECTIONARY,FOOD,128,
AGRA GUR GAJJAK 200 GM,17049090,5.00,100.00,79.37,75.41,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,48,
KESH K.H.CLNSR NAT.450ML WITH HAIR COND.,33051090,18.00,175.00,131.83,124.48,KESH KANTI SHAMPOO,NATURAL PERSONAL CARE,NON FOOD,24,
KESH K.H.CLNSR M.PRO 450ML W. HAIR COND.,33051090,18.00,215.00,161.96,152.94,KESH KANTI SHAMPOO,NATURAL PERSONAL CARE,NON FOOD,24,
KESH K.H.CLNSR ALO.450ML WITH HAIR COND.,33051090,18.00,195.00,146.89,138.71,KESH KANTI SHAMPOO,NATURAL PERSONAL CARE,NON FOOD,24,
SUGAR REWARI  200 GM,17049090,5.00,55.00,43.65,41.47,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,48,
SESAME OIL 500 ML (B)-T,15155091,5.00,100.00,84.66,80.43,SESAME OIL,PHYSICAL OIL & GHEE,FOOD,20,
SESAME OIL 1 L (B)-T,15155091,5.00,190.00,160.85,152.82,SESAME OIL,PHYSICAL OIL & GHEE,FOOD,12,
SESAME OIL 200 ML (B)-T,15155091,5.00,45.00,38.10,36.20,SESAME OIL,PHYSICAL OIL & GHEE,FOOD,48,
CORN FLAKES MIX 500 GM D-CUT (P)  - T,19041010,18.00,90.00,67.80,64.02,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,24,
SHISHU CARE BABY DIAPER (MEDIUM-4) - T,96190040,12.00,42.00,32.61,30.88,SHISHU CARE,HOME CARE,NON FOOD,36,
SHISHU CARE BABY DIAPER (SMALL-4) - T,96190040,12.00,39.00,30.28,28.67,SHISHU CARE,HOME CARE,NON FOOD,36,
MARIE BISCUIT 250G X 40 PKT,19053100,18.00,25.00,18.83,17.78,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,40,
ORANGE BALL GAJJAK 400 GM,17049090,5.00,105.00,83.33,79.18,GAJJAK & REWARI,BISCUIT & CONFFECTIONARY,FOOD,24,
AASTHA AGARBATTI SHANTI - 125 GM,33074100,5.00,55.00,41.90,41.90,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA GULAL 100 GM - PINK -T,32139000,18.00,30.00,20.34,20.34,POOJA SAMAGRI,HOME CARE,NON FOOD,200,
AASTHA GULAL 100 GM - GREEN -T,32139000,18.00,30.00,20.34,20.34,POOJA SAMAGRI,HOME CARE,NON FOOD,200,
AASTHA GULAL 100 GM - ORANGE -T,32139000,18.00,30.00,20.34,20.34,POOJA SAMAGRI,HOME CARE,NON FOOD,200,
AASTHA AGARBATTI RAJNIGANDHA - 25 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI SHANTI - 25 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI MOGRA - 25 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI RAT KI RANI - 25 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI PRARTHANA - 25 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA GULAL 100 GM - RED -T,32139000,18.00,30.00,20.34,20.34,POOJA SAMAGRI,HOME CARE,NON FOOD,200,
CLASSIC CREAM SELLA 10 KG,10063020,5.00,0.00,0.00,0.00,RICE,RICE/PULSES/SPICES,FOOD,4,
SHISHU CARE BABY DIAPER (SMALL-1) - T,96190040,12.00,10.00,7.76,7.35,SHISHU CARE,HOME CARE,NON FOOD,160,
SHISHU CARE BABY DIAPER (MEDIUM-1) - T,96190040,12.00,11.00,8.54,8.09,SHISHU CARE,HOME CARE,NON FOOD,160,
FORTIFIED ATTA 10 KG - T,11010000,5.00,0.00,0.00,0.00,ATTA,FLOUR & SUGAR,FOOD,3,
FORTIFIED ATTA 5 KG - T,11010000,5.00,0.00,0.00,0.00,ATTA,FLOUR & SUGAR,FOOD,6,
SHISHU CARE BABY DIAPER (LARGE-1) - T,96190040,12.00,13.00,10.09,9.56,SHISHU CARE,HOME CARE,NON FOOD,160,
AASTHA GULAL 100 GM - YELLOW -T,32139000,18.00,30.00,20.34,20.34,POOJA SAMAGRI,HOME CARE,NON FOOD,200,
AASTHA GULAL 100 GM - BLUE -T,32139000,18.00,30.00,20.34,20.34,POOJA SAMAGRI,HOME CARE,NON FOOD,200,
CLASSIC CREAM SELLA 25 KG,10063020,5.00,0.00,0.00,0.00,RICE,RICE/PULSES/SPICES,FOOD,1,
SUPERIOR DETERGENT POWDER 150 G - T,34029011,18.00,10.00,7.85,7.41,DETERGENT POWDER,HOME CARE,NON FOOD,150,
